transaction_id,amount,average_amount,new_device,new_beneficiary,transactions_last_hour,failed_logins_last_hour,transaction_hour,is_fraud
623,206.24,268.43,False,True,4,0,13,0
624,195.46,138.36,False,False,4,0,20,0
625,317.59,257.64,False,True,1,1,11,0
626,189.73,279.95,False,False,1,2,16,0
627,280.96,151.35,True,True,3,2,5,0
628,155.82,564.4,False,False,4,1,20,0
629,1094.6,886.94,False,False,1,2,13,0
630,328.59,762.66,True,False,3,2,6,0
631,608.66,424.03,False,False,0,2,21,0
632,155.94,704.75,False,False,4,0,15,0
633,466.41,868.75,False,False,2,1,15,0
634,303.28,523.83,True,False,2,1,13,0
635,1163.56,592.84,True,False,0,2,13,0
636,1005.75,577.57,False,False,1,1,5,0
637,1045.05,524.62,True,True,4,2,15,0
638,406.01,335.03,True,False,3,0,10,0
639,8038.19,823.13,False,True,12,8,2,1
640,472.12,392.29,False,False,0,1,8,0
641,897.36,695.61,True,True,4,0,14,0
642,742.96,689.53,True,False,0,1,14,0
643,1690.16,958.76,True,False,3,2,23,0
644,312.17,911.72,False,False,2,1,14,0
645,570.0,625.12,False,False,4,2,19,0
646,54.28,224.69,True,False,2,2,7,0
647,158.91,427.19,False,True,0,0,17,0
648,385.6,996.21,True,False,0,2,17,0
649,202.8,285.03,True,False,1,2,10,0
650,9255.54,680.37,True,True,12,7,2,1
651,340.18,178.36,True,False,4,2,19,0
652,794.8,654.06,True,True,4,1,16,0
653,96.0,265.77,False,False,3,1,9,0
654,83.53,50.09,False,False,2,1,22,0
655,13398.54,925.98,True,True,5,6,2,1
656,957.65,806.93,False,False,4,1,17,0
657,993.73,729.19,False,False,2,0,18,0
658,886.84,540.78,True,True,2,1,22,0
659,767.88,442.26,False,False,2,0,19,0
660,407.55,308.53,False,False,0,0,6,0
661,138.5,71.02,False,False,1,2,19,0
662,127.78,271.17,False,False,2,1,14,0
663,454.65,523.48,True,False,2,0,9,0
664,4496.05,786.87,True,True,8,5,3,1
665,262.5,165.86,False,False,3,0,6,0
666,276.31,748.56,True,False,3,1,14,0
667,303.19,200.68,True,True,4,0,13,0
668,283.38,333.87,False,True,1,0,12,0
669,179.59,358.29,False,True,0,1,12,0
670,1153.72,89.89,True,False,7,5,0,1
671,753.1,524.92,False,True,0,0,16,0
672,1163.66,716.26,False,False,1,1,22,0
673,1268.58,768.86,False,True,1,0,17,0
674,323.53,178.0,False,True,3,2,14,0
675,629.05,515.59,True,False,2,2,19,0
676,1550.28,839.78,True,False,0,2,9,0
677,973.34,828.45,False,False,4,1,10,0
678,546.35,638.75,True,False,2,2,7,0
679,504.39,562.01,True,True,3,2,9,0
680,482.53,356.47,False,False,4,2,7,0
681,6385.38,940.91,True,True,6,6,1,1
682,7917.04,592.46,False,True,9,3,2,1
683,163.63,731.95,False,True,3,0,19,0
684,129.68,107.67,False,False,0,2,13,0
685,1272.41,747.59,False,False,4,0,8,0
686,300.31,555.08,True,True,1,2,10,0
687,895.29,580.23,True,True,2,2,19,0
688,176.54,455.72,False,True,3,2,15,0
689,713.14,557.21,False,False,4,1,16,0
690,1099.27,651.58,False,True,1,2,22,0
691,1451.49,777.42,False,False,3,1,17,0
692,650.57,82.93,True,False,7,5,0,1
693,453.85,260.79,False,True,2,2,21,0
694,444.82,929.63,False,False,2,0,9,0
695,581.61,895.14,False,False,0,2,17,0
696,86.97,256.57,False,False,1,1,23,0
697,190.66,140.6,False,True,4,1,7,0
698,742.38,925.78,False,False,0,0,5,0
699,193.5,650.58,True,False,2,2,23,0
700,3800.62,527.28,True,False,11,6,4,1
701,132.53,135.58,False,False,1,1,7,0
702,899.56,758.05,False,False,3,2,18,0
703,76.98,173.86,True,False,3,1,23,0
704,968.17,635.2,False,False,0,1,18,0
705,335.23,927.93,True,False,3,1,16,0
706,520.58,377.3,False,False,2,2,19,0
707,872.98,468.44,False,False,2,0,7,0
708,1475.17,101.81,True,True,5,5,0,1
709,396.8,497.63,True,True,1,0,22,0
710,316.27,295.73,True,False,0,1,23,0
711,363.21,550.46,False,False,1,2,13,0
712,3416.11,672.02,True,False,9,8,2,1
713,119.98,68.12,True,False,1,1,21,0
714,111.04,144.62,True,True,0,0,11,0
715,905.87,485.09,False,False,1,2,14,0
716,204.5,423.73,False,True,2,1,14,0
717,1079.47,979.33,False,True,2,1,5,0
718,576.75,951.66,False,False,1,0,17,0
719,1229.16,694.1,True,False,3,0,23,0
720,1786.09,972.01,False,False,4,0,11,0
721,861.61,601.98,False,False,2,2,21,0
722,842.01,458.56,False,True,4,0,15,0
723,6783.87,556.31,True,True,7,8,0,1
724,837.63,886.13,False,False,3,2,13,0
725,99.82,228.54,False,True,4,1,23,0
726,379.57,616.54,False,False,0,2,20,0
727,8271.59,853.83,False,True,7,6,3,1
728,124.86,205.6,False,False,2,1,12,0
729,1546.53,988.83,False,False,3,2,20,0
730,1570.15,873.44,False,False,0,2,17,0
731,802.38,424.44,True,True,4,2,6,0
732,808.9,479.03,False,False,4,2,17,0
733,78.33,87.29,True,False,1,1,19,0
734,573.37,339.33,False,False,3,1,6,0
735,939.78,908.49,True,False,0,2,21,0
736,11355.94,789.79,False,False,7,6,3,1
737,74.89,73.67,True,False,3,0,13,0
738,986.33,666.15,False,True,0,0,8,0
739,230.65,652.37,True,False,4,2,10,0
740,651.48,411.58,False,True,1,0,9,0
741,693.94,726.45,False,True,3,1,10,0
742,1229.92,174.99,False,True,5,6,3,1
743,119.13,566.33,False,False,1,2,20,0
744,602.35,469.78,False,False,4,1,22,0
745,131.72,247.26,False,True,2,0,9,0
746,1167.97,683.65,False,False,0,0,8,0
747,309.22,219.34,True,True,4,2,22,0
748,599.42,482.57,False,False,2,1,16,0
749,1297.94,829.25,True,False,2,1,9,0
750,7184.59,866.44,True,False,8,8,1,1
751,232.84,153.84,True,True,0,1,14,0
752,570.89,855.41,True,True,2,0,23,0
753,813.98,742.73,False,True,1,2,14,0
754,12.52,51.5,True,False,1,2,18,0
755,443.73,367.1,True,False,0,2,11,0
756,93.96,291.7,False,True,4,1,5,0
757,3285.1,366.62,False,False,5,4,1,1
758,523.33,371.04,False,False,1,1,9,0
759,1046.92,897.46,False,False,3,2,6,0
760,503.22,334.38,False,True,4,0,11,0
761,675.17,365.13,False,False,1,1,5,0
762,472.2,406.48,False,True,4,1,10,0
763,1353.02,871.36,True,False,0,1,18,0
764,7697.83,883.2,True,True,9,4,0,1
765,48.22,85.53,False,False,4,0,20,0
766,159.49,196.37,False,True,4,1,15,0
767,11611.15,878.21,False,False,7,4,0,1
768,830.07,727.99,False,False,0,2,7,0
769,344.99,894.73,True,True,2,0,23,0
770,379.51,656.91,False,False,2,1,22,0
771,193.15,469.06,False,False,2,0,5,0
772,223.51,581.64,True,False,4,1,13,0
773,5632.79,719.14,True,True,6,5,4,1
774,164.17,563.55,False,False,0,0,17,0
775,3090.32,455.14,False,False,12,7,2,1
776,1225.98,826.57,True,True,0,1,23,0
777,11672.83,822.21,True,True,12,5,3,1
778,435.8,950.08,True,False,2,1,10,0
779,1104.58,681.92,False,False,3,0,7,0
780,395.48,383.87,False,False,2,2,23,0
781,1947.21,147.79,True,True,6,5,4,1
782,384.59,611.01,False,True,1,1,17,0
783,2959.24,247.83,True,True,10,7,1,1
784,1050.35,686.12,True,True,3,0,23,0
785,134.95,359.11,False,False,2,1,7,0
786,893.04,701.23,False,False,3,2,6,0
787,11461.28,826.18,False,True,7,8,1,1
788,427.63,326.93,False,False,1,2,15,0
789,1145.15,804.63,False,True,2,0,23,0
790,8925.33,987.1,True,True,5,5,4,1
791,61.37,50.8,False,False,2,0,12,0
792,809.36,610.66,True,False,3,1,18,0
793,716.57,679.36,False,True,3,1,18,0
794,1402.72,997.58,False,False,0,2,5,0
795,10312.96,890.64,True,True,7,8,3,1
796,1304.94,898.9,False,True,1,1,21,0
797,739.93,829.07,False,False,3,2,5,0
798,535.02,854.46,True,False,3,2,23,0
799,1197.38,979.32,True,False,0,2,20,0
800,190.9,126.06,True,False,3,2,7,0
801,403.82,629.57,True,True,0,2,22,0
802,102.32,346.87,False,True,0,1,19,0
803,754.0,495.77,False,False,2,1,10,0
804,11578.67,926.72,False,False,9,3,3,1
805,820.84,594.22,False,True,4,0,14,0
806,57.68,170.48,False,False,1,2,13,0
807,451.33,294.11,True,False,4,2,9,0
808,206.95,401.28,True,False,3,0,21,0
809,132.22,375.71,False,True,1,1,18,0
810,273.93,276.05,True,False,1,2,16,0
811,3974.16,301.18,True,True,12,6,3,1
812,1179.52,758.84,True,False,3,2,17,0
813,331.91,187.89,False,False,3,1,15,0
814,191.33,698.73,True,True,2,1,13,0
815,114.48,303.73,True,True,3,1,12,0
816,335.64,609.29,False,True,1,1,22,0
817,329.7,58.05,True,True,6,8,3,1
818,482.87,738.99,False,False,4,0,6,0
819,1148.0,673.78,True,True,0,2,8,0
820,5469.92,624.45,False,False,7,3,1,1
821,930.52,493.61,True,False,2,1,15,0
822,553.48,791.69,False,False,3,1,6,0
823,427.75,822.16,False,False,1,2,17,0
824,237.49,517.45,False,False,4,2,8,0
825,281.58,729.63,False,False,4,2,13,0
826,74.33,67.83,True,True,0,0,17,0
827,1307.33,715.05,True,False,4,2,20,0
828,654.91,433.72,False,True,1,0,17,0
829,883.09,827.08,True,True,2,1,14,0
830,1253.1,650.66,False,False,4,1,7,0
831,557.64,772.43,False,False,4,0,17,0
832,301.27,333.93,False,True,2,1,7,0
833,252.17,466.08,False,False,0,2,23,0
834,682.22,419.33,True,False,3,2,19,0
835,53.18,65.6,False,True,0,1,8,0
836,766.21,671.16,True,True,1,2,23,0
837,180.47,118.43,False,True,0,1,6,0
838,150.5,666.35,True,False,2,0,19,0
839,265.83,843.58,False,False,3,2,12,0
840,2030.64,242.51,False,False,11,5,0,1
841,267.05,597.17,False,False,4,0,15,0
842,3900.92,310.2,True,False,10,7,1,1
843,253.96,929.39,False,True,4,1,10,0
844,2595.65,512.62,True,True,9,6,3,1
845,332.31,245.85,True,False,3,0,10,0
846,44.93,85.74,False,True,0,2,14,0
847,33.92,54.34,False,True,0,2,16,0
848,1099.59,987.44,False,True,1,1,6,0
849,1156.47,806.78,False,False,1,0,6,0
850,2809.83,395.98,True,True,12,3,0,1
851,479.72,928.62,False,False,4,0,7,0
852,931.57,735.33,False,False,1,2,15,0
853,94.33,154.63,False,True,3,0,17,0
854,150.19,119.85,False,False,1,0,19,0
855,414.5,404.81,False,True,2,1,11,0
856,98.49,80.49,False,False,0,1,19,0
857,460.1,772.32,False,True,1,2,10,0
858,352.82,575.12,False,True,3,0,23,0
859,110.71,489.62,False,True,1,0,15,0
860,488.47,261.29,False,True,0,1,6,0
861,6306.5,497.12,True,True,11,6,0,1
862,335.66,278.49,False,True,3,0,9,0
863,553.7,277.11,False,False,2,0,19,0
864,185.38,759.92,False,False,1,2,17,0
865,1166.17,877.97,True,True,0,2,7,0
866,816.14,706.21,False,False,2,2,22,0
867,353.5,246.79,True,False,0,2,16,0
868,133.36,155.42,True,False,2,1,10,0
869,870.3,719.63,False,False,2,0,22,0
870,7261.51,504.57,False,False,8,8,1,1
871,999.14,903.04,False,False,0,0,16,0
872,587.7,511.92,False,False,4,2,22,0
873,413.54,479.38,True,True,0,0,19,0
874,2858.82,421.15,True,True,7,5,0,1
875,925.67,521.51,True,True,0,1,18,0
876,246.99,564.36,False,False,3,2,5,0
877,194.26,109.8,False,True,2,1,23,0
878,522.6,663.75,True,True,4,2,19,0
879,1069.96,588.89,False,False,2,0,20,0
880,557.46,323.74,False,False,2,1,10,0
881,235.91,202.75,False,False,1,0,12,0
882,10681.64,994.08,True,True,10,4,1,1
883,63.91,82.95,False,False,2,1,22,0
884,233.19,556.96,False,False,3,0,19,0
885,385.85,198.25,True,True,2,2,14,0
886,617.89,325.34,True,True,1,2,19,0
887,166.44,156.7,False,False,4,0,14,0
888,4586.2,636.65,True,True,10,3,4,1
889,362.47,604.26,False,False,0,0,22,0
890,1333.54,693.21,True,False,1,1,15,0
891,161.27,535.98,True,False,3,0,18,0
892,287.93,404.19,False,False,3,2,7,0
893,1371.16,893.41,False,False,2,0,18,0
894,755.65,443.48,True,False,1,0,14,0
895,1727.28,874.15,False,True,3,0,5,0
896,869.2,918.69,True,False,4,0,11,0
897,493.96,412.68,False,False,4,1,20,0
898,121.74,490.28,False,False,2,1,20,0
899,5376.92,682.62,True,True,8,3,0,1
900,1009.39,518.4,True,True,2,2,20,0
901,1164.0,874.93,False,True,0,1,21,0
902,44.48,66.67,True,False,1,1,19,0
903,88.28,178.72,False,False,3,2,16,0
904,3725.27,327.08,True,False,8,8,1,1
905,309.93,618.82,False,False,2,1,16,0
906,7953.65,601.04,True,True,9,5,3,1
907,456.37,924.86,False,False,4,0,11,0
908,837.04,580.72,True,True,4,2,8,0
909,377.13,920.23,False,False,3,1,14,0
910,181.24,182.06,True,True,2,0,14,0
911,5951.15,823.85,False,True,8,5,1,1
912,947.33,982.05,False,False,0,1,18,0
913,1971.0,152.43,False,False,5,6,0,1
914,67.7,91.12,False,False,0,2,11,0
915,337.73,240.02,False,False,1,2,13,0
916,186.04,380.44,True,True,4,0,21,0
917,178.84,144.15,False,True,1,2,11,0
918,331.97,213.18,False,True,0,0,21,0
919,729.75,500.98,False,False,0,0,16,0
920,509.8,452.89,False,False,2,0,19,0
921,2260.98,179.12,False,True,5,3,2,1
922,424.89,415.54,True,False,3,0,22,0
923,956.46,985.71,False,False,2,0,5,0
924,201.3,517.07,False,True,0,0,9,0
925,1391.9,710.29,True,False,0,1,11,0
926,1220.08,615.21,False,False,3,2,20,0
927,907.92,727.82,False,True,3,1,20,0
928,1883.87,952.63,True,False,1,1,8,0
929,3762.78,514.87,True,True,6,8,0,1
930,129.84,523.23,False,False,4,2,15,0
931,239.3,640.87,False,True,4,1,19,0
932,734.97,678.99,False,True,2,2,22,0
933,11564.49,775.77,True,True,12,5,3,1
934,43.64,84.18,True,False,1,1,18,0
935,7207.83,729.94,True,False,12,8,4,1
936,627.22,593.6,False,True,0,1,13,0
937,1274.23,972.33,False,False,2,0,5,0
938,147.66,171.79,True,True,0,2,15,0
939,906.86,456.74,False,False,0,2,12,0
940,843.12,665.68,True,False,2,0,15,0
941,150.08,561.5,True,False,4,2,18,0
942,894.91,711.16,False,False,4,1,15,0
943,310.89,817.91,True,False,2,1,21,0
944,341.96,684.02,False,False,3,0,20,0
945,327.32,975.4,True,False,2,1,6,0
946,980.47,594.84,True,True,0,2,23,0
947,2098.9,370.0,False,True,11,4,2,1
948,497.25,668.96,False,False,4,1,11,0
949,325.56,288.7,True,True,1,0,21,0
950,348.82,598.0,True,False,2,2,22,0
951,1576.04,860.14,True,True,0,2,11,0
952,89.63,190.36,True,False,3,1,15,0
953,1227.86,915.58,False,False,2,2,10,0
954,578.04,621.17,False,False,1,0,12,0
955,370.43,345.01,False,False,0,0,10,0
956,125.95,77.68,False,True,4,0,6,0
957,120.64,511.55,False,False,4,1,7,0
958,372.99,436.66,True,False,3,2,9,0
959,651.93,592.42,False,True,4,2,13,0
960,173.7,135.74,False,False,4,2,17,0
961,1425.66,756.76,False,False,0,0,11,0
962,307.5,467.5,True,False,3,2,16,0
963,185.99,157.31,False,True,1,1,9,0
964,1225.09,729.89,False,True,4,0,6,0
965,504.73,799.36,True,False,2,2,16,0
966,815.14,700.99,False,False,3,0,17,0
967,683.78,922.03,False,False,1,0,19,0
968,1399.19,885.49,False,False,2,0,20,0
969,758.16,442.31,True,False,0,0,13,0
970,493.32,384.26,True,True,2,1,5,0
971,349.91,659.3,False,True,1,0,17,0
972,420.73,340.27,False,False,1,2,9,0
973,1141.12,701.47,False,False,3,2,9,0
974,1186.94,703.09,False,False,0,1,16,0
975,1677.38,882.57,True,False,0,0,22,0
976,1182.4,645.3,False,False,2,2,10,0
977,7010.6,637.1,True,True,10,4,4,1
978,6851.44,732.65,True,False,12,3,1,1
979,404.63,231.02,False,False,3,1,9,0
980,144.82,246.28,False,True,1,1,10,0
981,136.27,188.65,False,False,4,1,12,0
982,717.34,700.05,False,False,1,1,17,0
983,1073.47,727.67,True,True,2,0,8,0
984,186.67,99.51,False,False,4,2,6,0
985,4662.89,529.31,True,False,10,4,4,1
986,1476.39,220.4,True,True,12,4,0,1
987,252.15,553.9,False,False,0,0,20,0
988,1303.44,843.06,False,False,2,2,13,0
989,230.59,463.99,True,False,1,2,19,0
990,1395.42,191.19,True,True,9,4,3,1
991,1860.45,995.44,False,False,2,2,22,0
992,892.85,518.34,False,False,2,0,11,0
993,111.46,221.62,True,False,4,2,23,0
994,207.03,998.1,True,False,3,0,12,0
995,1245.61,693.06,False,False,0,1,16,0
996,1627.48,953.66,False,False,0,1,20,0
997,1215.53,957.44,False,False,0,2,19,0
998,1133.68,744.97,True,False,1,0,14,0
999,33.63,102.76,True,False,0,1,13,0
1000,1699.56,966.8,False,False,1,0,17,0
